Cell,Drug,IC50,IC50_Predict_model=2,IC50_Predict_model=-1
1331037,PD0325901,-0.852802741,-0.053601546,0.068382926
687590,SNX-2112,-1.150504053,-0.845395488,-0.030767286
753575,PFI-1,3.053280212,3.041206796,2.397540962
907176,Bicalutamide,2.371768734,2.335268208,2.440674731
713878,GSK319347A,4.775620643,3.788712955,3.888156093
908141,NU7441,2.645956225,2.309649995,1.976206324
909256,SL0101,2.609064888,3.721475094,4.024767403
1330982,CP466722,-0.166243988,0.461345122,0.665037697
909706,MK-2206,1.650640549,3.011671864,2.470541521
753565,AS601245,1.704083062,1.604701212,1.772029101
687590,BMS-345541,4.059890382,3.981978266,3.18425189
1240226,MPS-1-IN-1,2.973559208,3.058104568,3.558001899
905978,BI-2536,-2.486902782,-1.470136287,0.44675034
724812,YM201636,3.315871073,1.986466554,2.367931602
910780,Parthenolide,3.409613168,2.666258558,2.857492186
907275,AZ628,2.902002026,-0.356539397,-0.134802527
949179,Tivozanib,0.502593731,0.04190473,0.151500262
1298533,NVP-BHG712,3.18858816,3.639514351,3.637907624
753594,Alectinib,2.878248706,3.245446042,2.991051428
1240131,Alectinib,4.661653837,4.211210573,3.990575641
905979,CHIR-99021,3.664778352,3.419668412,3.174202295
1298351,Dabrafenib,4.421476334,4.568753056,4.255650652
713899,XAV939,3.13050675,3.293053148,2.75582282
1240198,GSK650394,5.506687393,4.786149234,4.210698907
687997,XMD8-85,4.055784522,4.134165809,4.127579728
1240200,AZD6482,1.106013409,1.418320556,2.189725208
909713,KIN001-270,5.484992531,5.653344859,5.197751767
1290798,KU-55933,4.114791993,4.08245186,4.392367341
1290765,Bryostatin 1,-2.870203861,-2.256610419,-2.278159126
1290798,PAC-1,2.751707625,0.003696275,1.091764119
753595,AZ628,-1.407698832,-1.038916509,0.381899233
908475,PIK-93,3.281974078,1.127005988,1.997796789
906864,PFI-1,3.066978288,3.309194842,2.858286584
909740,XAV939,4.709172758,3.734273638,3.424970291
906847,A-770041,1.405552103,1.222839579,2.618343912
905936,MK-2206,2.095208367,2.224305816,2.628115443
1295740,Veliparib,3.571472267,2.907493784,3.152034086
910933,Y-39983,3.372767274,3.253935581,3.515703059
910548,NG-25,4.489399283,3.817117455,2.478631406
998189,BAY-61-3606,1.226033381,1.908119533,2.467609571
908469,Rapamycin,-0.5242651,-0.634454588,-2.071396672
949094,GW-2580,5.712258004,5.260139972,5.376019817
908139,Nilotinib,3.034488807,2.662249479,2.890231237
998189,Tivozanib,0.949444766,0.811554412,0.713206703
909746,WHI-P97,5.849193312,5.958024292,5.545510437
910903,Avagacestat,4.238090635,4.361918877,4.101997624
906828,AZD8055,-0.132296638,-0.096128709,-0.424670771
1240125,SL0101,4.241340443,4.770510854,4.825918236
753551,GSK1070916,2.768813945,3.357850828,2.599303428
910691,GW843682X,-2.995463934,-2.228459296,-2.538632207
753561,GW-2580,5.394573935,5.189165692,5.258853313
687787,Talazoparib,-0.094726722,1.783285153,1.269924947
909709,Nutlin-3a (-),4.881220975,4.054391747,4.033933924
1240129,Etoposide,2.492139356,3.012918483,2.152418863
946359,Cetuximab,6.934045738,6.474305027,6.302437846
1299052,GSK429286A,2.960532957,5.694389956,5.568801955
688013,FR-180204,4.909721274,4.625970308,4.425870575
1327769,QS11,2.371654511,1.641685032,2.534773249
911905,MPS-1-IN-1,4.709413484,4.560344578,4.130150835
749710,Avagacestat,5.811698931,5.113085553,5.222203194
1330947,MG-132,-1.052956391,-0.253618376,-0.650376312
925340,JNK-9L,-0.579146444,-0.445186319,-0.274220266
1303897,NU7441,2.012205622,2.196728876,2.279826438
1330984,Lestauritinib,-3.203672097,-2.190882379,-2.444986156
907064,PD173074,2.88591388,2.054373045,2.668765307
917486,MPS-1-IN-1,2.077345477,1.752848603,3.025033168
1287706,Gefitinib,1.100331158,1.212816759,1.254029628
1331036,JW-7-24-1,-0.476151117,-1.375384001,-0.565626458
684059,Navitoclax,0.039063789,-0.445089415,0.309019775
907313,PD173074,2.490403914,1.407121615,2.413621739
946367,OSI-027,1.440525611,0.991321475,1.165896584
1290765,Luminespib,-1.048238889,0.604416991,-0.257620577
1331035,WH-4-023,-1.189195926,-1.504503067,1.122760236
753605,Omipalisib,-1.107320051,-1.460440904,-1.914110026
949167,Entinostat,2.112810878,1.606087477,0.962029358
905979,SGC0946,1.577643921,1.932673514,1.772328781
907300,Trametinib,-0.112673743,-1.413809601,-2.085326385
1298226,MK-2206,0.353845015,0.742408916,1.260523717
724863,AT-7519,0.240869978,-0.003719575,0.90350506
906837,PF-4708671,3.546044915,3.725911094,3.475359753
1240200,Axitinib,3.31815429,2.822637199,2.65706477
907176,OSU-03012,2.264961085,2.46966287,2.279568271
1298350,PF-4708671,4.48193062,4.071140662,4.020384215
753546,BX-912,5.27823671,4.95019698,4.337119871
908474,CAY10603,3.141793875,2.373783221,2.45358283
908152,TGX221,3.603020949,4.402327032,4.28181443
910695,QL-X-138,3.049472803,2.672089298,2.707070175
907041,Cetuximab,5.68206525,5.573884969,5.40272744
753540,NG-25,2.203882874,2.180465835,1.956535406
908130,QS11,3.846445804,2.777003068,3.35715223
946377,Daporinad,-4.326377538,-4.76951598,-5.396842993
1509073,Motesanib,1.258108346,2.026383676,2.350738694
1480364,Idelalisib,5.796423851,5.649967073,5.230032946
924250,PFI-1,5.202757896,4.117900803,2.785944092
906870,KU-55933,4.540752633,4.25151556,3.706943319
1327775,TW 37,-1.01684066,-0.374633065,-0.722875521
946368,Elesclomol,-2.677220422,-3.179178175,-3.590952778
910401,Erlotinib,2.531146876,2.002568947,1.785805658
949173,GSK690693,3.016312727,4.340918682,3.661872194
905974,HG6-64-1,0.130778131,1.008025561,1.010876819
949179,KIN001-270,3.491592825,4.020659577,3.696103257
1287706,FR-180204,4.800215277,4.566065763,4.583375472
1240205,GSK690693,3.614586875,3.895415471,3.47975817
1240135,BAY-61-3606,1.673478863,2.601172743,2.875506389
910852,GW441756,3.684503187,3.403720281,3.141542586
907067,T0901317,4.954256906,4.641914263,4.578599999
749711,Erlotinib,3.164922043,2.326261353,1.572408119
906846,QL-XI-92,1.777422358,0.924813286,2.192918273
910944,(5Z)-7-Oxozeaenol,1.31066103,-0.724146336,0.40927082
906834,NSC-87877,5.208066161,4.726376106,4.256893832
924104,SGC0946,1.473852108,1.446692263,1.354836801
908457,Midostaurin,0.252405199,-0.098021482,0.09400507
905958,Vorinostat,-0.921670787,-0.703606593,-0.632282522
949177,TW 37,-1.881649408,-1.643873766,-1.612164558
906839,QS11,5.725343209,5.225872799,5.195120234
909780,GW-2580,5.283386538,4.987757438,4.944062875
1524416,XMD14-99,3.438691947,4.040761959,4.07301489
909757,PAC-1,4.592952211,4.171355107,3.658814721
949153,OSU-03012,1.140084193,1.089936317,1.269104757
906839,Elesclomol,-3.956231671,-2.702191007,-2.279820752
1327774,Omipalisib,-6.954860286,-7.265593776,-6.192771412
909263,JNK Inhibitor VIII,5.543409239,5.198571711,4.771809058
906868,LFM-A13,3.796533128,4.14710928,4.042294012
907066,Selisistat,5.970437183,5.870376508,5.837678234
1240190,QL-XI-92,4.26827602,3.533984517,4.078770955
687455,Y-39983,4.630112523,3.832804963,3.822943773
909720,BIX02189,3.919466996,3.296139605,3.298836725
907290,T0901317,5.47928633,5.220950679,4.890592851
906861,Nutlin-3a (-),4.631791468,3.970421674,3.815282284
949172,Salubrinal,4.942501837,4.356652862,4.220187953
906844,TPCA-1,2.445203828,1.689265854,2.016186452
753620,GSK1904529A,2.918782874,2.380584973,2.112567941
1503364,Dabrafenib,2.128237026,3.847512861,3.207104205
1479988,Vismodegib,4.412355747,3.460077795,3.754008299
1240132,KU-55933,4.32262617,4.569363961,4.35058336
908476,Avagacestat,5.223177891,5.020950184,5.193645415
1240145,SGC0946,1.597011351,1.347089583,1.501073609
910904,FMK,5.933882371,5.604567036,4.348068751
906818,Bexarotene,4.946647,2.863788658,2.730514849
907311,PD0325901,-3.967612139,-3.709218825,-3.471187964
1290797,Nilotinib,2.940008566,2.59397502,2.570938476
949163,GSK1904529A,1.124809113,1.754755009,2.075822023
687983,PF-562271,3.814764476,3.174353363,2.77490015
753583,XMD8-92,2.191117,3.216550755,3.435819441
907794,GW441756,3.681825719,3.007836698,3.075206713
908471,XMD13-2,2.266115589,2.592562594,3.164676895
905990,FR-180204,5.087695539,4.90687063,4.925409027
1240134,Bryostatin 1,-2.714817358,-2.737241032,-2.430391498
910784,YM201636,1.630907117,1.320803477,1.852110335
1298365,Cetuximab,3.08632361,4.282270827,5.850714065
1247871,GW441756,2.717038095,2.707857572,2.198885097
909728,KIN001-266,2.745512602,3.383287268,3.378568537
946354,IPA-3,4.93000371,4.979026926,4.661713282
907286,CAY10603,-0.119404874,-0.441981095,0.270839814
906797,FR-180204,5.505133724,4.999367825,4.954978348
753588,QL-XI-92,2.754485805,3.74762266,3.837252016
907175,BI-2536,-2.739049674,-2.456402611,-1.007987083
1295740,XMD8-85,1.925507233,1.312323885,1.34594171
910701,QS11,3.425114235,3.826404339,3.656918632
1290768,NSC-207895,3.015141028,3.333978373,4.23327021
1331034,JNK-9L,-0.824885835,-1.18030882,-1.567853317
949168,CMK,3.775566586,2.921335066,4.239332342
905964,S-Trityl-L-cysteine,-0.093875582,0.193758695,0.804786313
909251,OSI-027,0.18135649,-0.391394262,-0.585749474
749709,NSC-207895,5.92898678,4.928022384,4.46578475
1299062,I-BET-762,2.415930994,3.69735307,4.079417724
909712,Dasatinib,-1.51297492,-1.753333582,-2.065891159
1297439,Luminespib,-1.891011335,-0.160198068,0.174336487
908444,BIX02189,2.875753011,3.050952535,3.948071201
1503371,Tamoxifen,2.723990915,3.477297601,3.495479084
1290808,Etoposide,1.073850014,-0.940238907,-0.478305865
1298349,Tamoxifen,4.461579405,4.018164864,3.947233325
1524414,VX-11e,3.756491467,3.871822553,2.983975542
1240223,PF-4708671,4.79797996,3.989364148,3.719961956
910689,PI-103,4.462888662,3.821691013,5.164202844
909759,JNK-9L,-1.82499946,-1.511653749,-0.949885284
1298169,Masitinib,3.732627609,4.826509735,4.103418893
905962,OSI-930,2.540683821,2.685831342,3.026631051
909728,BX-912,3.090040133,3.288833064,2.980509572
909779,AKT inhibitor VIII,3.237171928,2.262814443,2.573922502
1322224,MK-2206,0.448787672,0.915112867,1.45530278
724870,T0901317,4.434960703,4.276164726,4.151577459
905991,GSK690693,4.079925951,3.516965153,3.486431698
925345,PFI-1,2.670307676,1.782398887,1.951412844
1330941,Pazopanib,3.32089194,2.359585884,3.349003392
753555,GSK319347A,4.036350769,3.989080926,3.851504745
1303900,Nutlin-3a (-),3.630692216,3.857948846,3.884060549
753558,SB52334,4.84715449,4.181677361,4.475501503
910554,IPA-3,6.508002808,5.453815746,5.542903468
909723,FTI-277,2.33098647,2.590709737,2.357731185
1240182,OSI-930,4.1518258,5.142101203,4.658972193
1298357,Rucaparib,4.234312703,3.715192378,3.361156887
909975,Parthenolide,4.15769658,3.545809593,4.381709298
1247871,ZM447439,0.762814172,0.397756109,0.791586762
906797,BMS-754807,2.466416009,1.468465116,0.86495013
1299061,SGC0946,2.066984412,1.661392918,1.062107105
724878,Nilotinib,3.055729236,3.249474772,3.209948708
1330942,Ispinesib Mesylate,-1.182073615,-0.066836469,-1.04787522
910784,CCT-018159,3.669782024,2.424932446,1.753163512
905958,CP724714,3.780320934,3.729309268,3.59130985
1480371,GSK1070916,3.842338715,3.056995507,3.410554457
688018,FTI-277,2.4408511,2.740689474,2.679763315
971777,Omipalisib,-5.01133902,-4.277706384,-3.549765271
687799,Motesanib,0.599965147,2.200537759,2.784981923
1330950,Linifanib,2.373484524,1.974180905,1.839906607
909759,CI-1040,1.092533338,1.351465278,1.221157073
910209,SB216763,4.964776408,4.3913698,4.531184492
1240138,JW-7-24-1,0.291138217,0.94149072,1.199699498
910705,PFI-1,2.396125098,1.762581568,1.49932478
1298151,NU7441,1.142392588,1.423735306,1.960797739
687807,TW 37,0.547328945,1.419797094,1.320508709
1331040,TPCA-1,1.38117486,0.398730315,1.578326552
1480360,QL-XI-92,2.765982952,3.309695946,3.0189364
1322224,Idelalisib,4.748942988,4.333522483,4.071300573
1240189,WHI-P97,3.567004088,3.761551636,3.419372662
1327774,GW843682X,-4.711003534,-4.678183913,-4.24737773
908450,VX-11e,4.358226672,3.73091403,3.848850367
1290813,XMD14-99,3.672404224,4.158113184,4.187675627
1327765,PFI-1,2.047581364,2.052056175,2.333219577
910546,KIN001-260,3.532475801,2.978715423,3.117427931
909743,Embelin,1.845742014,2.198210572,2.498989745
1240143,XAV939,1.836582125,2.780051451,3.023548033
753531,Imatinib,3.089911172,2.686221418,2.472388237
907057,CUDC-101,-1.272099188,-1.37840082,-0.537031096
907788,WZ3105,-1.132004958,-1.470805286,-1.11120975
910706,ZSTK474,-2.992759445,-2.502300927,-1.864767233
905985,SB216763,4.223191384,3.500821248,3.571025449
753564,Pictilisib,4.05434876,2.290680992,1.820274501
905956,Vorinostat,-0.25569845,1.24314093,1.54693815
687807,S-Trityl-L-cysteine,4.573368619,4.125360623,3.297852939
753565,Doramapimod,3.820034667,4.664931156,4.159018856
687448,XMD8-85,2.907792972,2.250570307,3.142912762
909904,CI-1040,4.392969894,2.992692544,2.635619723
910926,T0901317,3.295844101,3.748232582,3.872407421
909754,(5Z)-7-Oxozeaenol,2.228269943,1.390370121,2.69699442
906846,GW-2580,4.787740486,4.857881558,5.045333323
1299078,PI-103,-1.519292763,-0.337978033,0.628213174
910401,NG-25,1.243236729,0.711464015,1.389351578
1331048,Cabozantinib,1.861014637,1.352586376,1.458319476
910921,CUDC-101,-0.07812212,-0.206653003,0.008439078
724812,EHT-1864,2.540632237,3.782288751,4.02624173
910926,Alectinib,3.625442904,3.047153723,3.631382708
724872,BMS-345541,2.642459549,2.661479154,2.799466536
930082,Idelalisib,5.549955526,5.298917819,5.008677309
1330972,Amuvatinib,2.771654764,2.754975856,3.266969939
687812,Selisistat,4.861327877,5.459961887,5.414908447
1299052,IPA-3,5.206018758,6.343761008,5.605686169
908126,CMK,2.053333008,1.879584108,3.242402817
905934,GSK1070916,2.092721269,2.546438904,2.439135064
907062,LFM-A13,5.72026953,5.102526011,4.795516443
907041,Crizotinib,2.856672979,2.355889381,2.050054461
909761,AS605240,2.942537422,2.221045078,3.246312657
905972,Dasatinib,-3.615981948,-2.519139746,-2.207821419
905944,Navitoclax,1.830322007,1.952880539,2.14569633
949157,FR-180204,4.975483825,4.854788222,4.286919305
905965,Linifanib,0.428973793,0.621670817,1.412311728
907323,Talazoparib,-0.718462612,0.842508647,2.384802723
1240174,NU7441,2.510267536,1.544631474,1.307389483
1330947,OSI-027,-1.922849872,-2.743574227,-1.909429983
905971,Masitinib,3.865745683,3.897856388,3.683139398
907279,AKT inhibitor VIII,2.580853215,2.636522693,2.052002872
1298156,Bicalutamide,2.982264665,2.649874908,2.315528144
949178,Lapatinib,3.105532603,2.838742048,2.607292109
909696,PD0325901,0.990220888,1.227076734,0.83065299
906790,I-BET-762,4.374930144,3.561699016,2.317419812
907051,Fedratinib,3.973207961,3.96308492,3.693104984
946377,GSK690693,3.711243481,3.350524882,3.505724208
1240141,Cabozantinib,4.919328227,4.565169425,4.647610393
907277,CI-1040,2.040245347,2.12668606,1.997390379
908144,XMD11-85h,3.510403882,4.055938292,3.763201595
907170,Ponatinib,-0.043295996,0.49286838,0.888741033
909706,CP724714,3.675350667,4.886955915,4.227506038
908449,VX-702,3.051779356,3.073556754,3.172294415
909738,KIN001-270,4.35767644,4.955348281,4.5459538
688018,Etoposide,4.226710167,3.035046408,3.670167924
688013,Pictilisib,2.055349707,0.487121281,1.803692006
1330982,NSC-207895,2.713465272,2.116045948,2.469781268
925345,UNC1215,2.779303971,2.215261869,1.74241446
924248,OSU-03012,2.724391307,2.004562555,1.689589975
1240132,PF-4708671,5.357949117,4.386717391,4.246453425
1298351,CCT007093,4.255184674,4.069461226,4.068656021
1331049,PD173074,2.444988894,2.393675583,2.158236462
1290768,PI-103,2.692921229,3.450488529,3.01835792
909735,Masitinib,2.555213385,2.570568052,2.648313379
910569,Lenalidomide,3.515273681,3.391630406,3.331164575
907044,Crizotinib,1.929692927,2.209891457,2.398580017
905982,Linsitinib,1.378461774,2.358640296,3.10276216
925338,I-BET-762,4.899136677,4.517888528,4.056158139
687455,OSI-027,1.471565821,1.510101958,1.797457926
910566,Ispinesib Mesylate,-3.549048312,-3.673866049,-3.311628601
684055,TAK-715,3.842465219,3.21953257,2.967047556
910688,Belinostat,-1.866993953,-2.26387692,-1.897089802
949094,Ruxolitinib,4.335603294,3.849810325,4.031122337
1298531,AICA Ribonucleotide,6.421723235,6.264285397,5.604611988
906836,Ispinesib Mesylate,-3.411311605,-3.070753175,-3.169271297
909720,TPCA-1,2.284614684,2.034308245,1.948711058
749715,Midostaurin,-0.244109188,-0.153749791,-0.206159391
1290908,Y-39983,5.38735214,4.811101274,4.618067355
949179,Afatinib,2.10471952,1.428828391,1.539102379
909740,YM201636,2.720163855,2.314373885,2.230020369
1330991,NVP-BHG712,1.348771352,0.760306932,0.965750793
1298359,Enzastaurin,3.524178106,4.074433211,2.955626066
909756,CHIR-99021,1.953666094,1.999618819,2.263002357
909717,Enzastaurin,4.215762024,2.868388254,3.304726172
949173,LFM-A13,2.767058852,5.014160223,5.00008239
910933,GNF-2,3.030692451,2.813410987,2.636091105
909715,AT-7519,-1.767497758,-2.531924289,-2.218746718
908143,T0901317,3.906008419,4.024450528,4.24003094
1295740,HG-5-113-01,-0.22866953,0.12182986,0.466773873
688014,NVP-TAE684,1.368648484,0.729290673,1.759519429
1240218,PFI-1,2.965547683,2.80499735,3.058585284
910911,SN-38,-4.711074155,-4.409717546,-4.670926009
930083,SB-505124,5.445493732,4.580159808,4.566101135
906808,Gefitinib,1.356014027,2.049994033,2.008664117
1290806,BAY-61-3606,2.262618914,2.023814166,1.87540173
713878,Crizotinib,3.793230507,2.795346673,3.217349328
907041,AZ628,2.733233094,1.854903623,2.49609857
687780,OSI-930,2.582383548,2.809796896,2.845871728
907000,BX-912,2.399530886,2.246886945,2.835700051
905942,Imatinib,3.300997614,2.847206041,2.96298935
687514,GSK690693,-0.224101253,0.602642001,2.008212141
753605,Ispinesib Mesylate,-1.760934276,-2.138577545,-2.526357488
906851,Temsirolimus,-3.147571153,-2.675915094,-2.124910543
906846,AZD7762,-1.254877417,1.096253423,-0.128211043
949175,TW 37,-0.143626751,-0.674565396,-0.024973761
753586,Linifanib,2.269312585,2.004148653,1.737432895
1303912,GSK1904529A,3.537940047,2.837579928,3.002142042
925341,Pictilisib,3.848340911,2.515510215,2.45843568
713880,Tubastatin A,4.95853717,4.185925938,4.123791234
1503362,Palbociclib,1.154316533,1.247142271,0.656977781
1240124,PLX-4720,6.301244531,5.679720132,5.144458358
1299080,CHIR-99021,1.076128932,2.436292526,1.512907159
1660034,JNK Inhibitor VIII,4.188273759,4.850622916,4.785666553
909756,KIN001-244,3.538776449,3.471755242,3.372549883
753623,ZG-10,0.713772902,0.884451065,1.278359709
753616,Amuvatinib,-0.921423919,3.653422448,3.532735196
908458,NPK76-II-72-1,1.438712793,1.264300053,1.960892556
1240141,Temsirolimus,-1.317071443,-0.927329579,-1.475856367
910903,Bryostatin 1,-4.502887792,-3.481964037,-3.297212706
910780,XMD14-99,3.501774574,3.586117281,3.627894384
1240161,CUDC-101,-0.990683146,-1.889945752,-1.134291614
1330933,Ruxolitinib,3.678198855,2.933867829,3.270367622
906790,Fedratinib,2.251154928,3.334197238,2.643363256
909756,Parthenolide,2.558110701,2.422111524,2.82590936
1240170,Bicalutamide,2.614529134,2.570195172,2.383787127
724855,OSU-03012,0.285229978,1.64789246,1.546628521
909726,JQ1,-1.569069723,-0.688384571,-0.269055086
1303900,PHA-665752,3.051725316,3.3053668,2.943304062
749709,Bosutinib,1.829474552,2.994296569,2.377522711
906862,Alectinib,1.357948436,3.32302065,2.760631209
1298223,QL-X-138,2.464681796,2.992231233,2.613220122
907272,TAK-715,1.183855272,2.099822947,2.192925888
930299,PHA-793887,4.330676998,5.501337123,4.597426285
1299075,Tanespimycin,1.084257136,1.86398417,0.956224533
1660034,Camptothecin,-2.742419231,-4.212454394,-4.099282231
753604,QL-X-138,5.084992278,2.737044924,2.535153498
909256,RO-3306,2.802911135,2.71054462,2.55235439
910921,Dabrafenib,-2.792708963,-2.881521446,-1.589727865
1240129,EHT-1864,4.764328605,4.247366221,4.351349018
910567,BMS-509744,1.94240476,2.827951359,3.510667453
1297447,Idelalisib,4.213919729,3.772593122,3.748735897
724873,SGC0946,1.95511905,1.681516917,2.145726544
753531,Tanespimycin,-2.991488876,-2.043374756,-2.618911303
910919,BMS-536924,2.259579128,2.0661824,1.038391613
724874,I-BET-762,6.57109526,6.692133285,6.012680509
906870,FH535,1.846762645,1.603262011,1.949341368
909712,Crizotinib,2.864500275,2.442448738,2.101002138
909720,OSU-03012,0.148127021,0.971287749,1.117325712
925347,VX-11e,2.102963199,2.68586131,2.404176908
905965,FMK,4.446354681,3.540278042,2.474416972
909260,KIN001-244,1.533690454,1.397184892,1.705316049
909779,VX-11e,3.144795587,3.220927065,2.785563352
946354,CGP-60474,-3.538437922,-2.844069314,-3.124539153
1509074,Masitinib,3.415698881,3.696113328,3.800370259
909778,HG-5-113-01,4.328073221,3.66645656,3.572828196
1331050,KIN001-260,4.241839091,3.704987785,4.02742743
905935,FR-180204,5.329798854,4.989555026,5.039658073
908474,GSK690693,3.190200782,1.906592516,3.28394951
949155,MK-2206,0.160052808,0.391153325,0.988084441
1240125,TAK-715,4.357934362,5.172941216,4.975951522
924151,FTI-277,1.511535018,1.796563308,1.813823522
1290812,WZ3105,-0.304100444,1.621854326,1.015892037
753589,TGX221,5.462975881,4.77945237,4.662937302
909770,AZD6482,4.004163424,3.701997372,3.761725057
1480364,Nilotinib,3.667109469,4.078504191,3.829275617
688025,Erlotinib,2.59287603,2.990759608,2.509181565
753608,JNK Inhibitor VIII,4.122761759,3.816148408,4.229075428
910934,Navitoclax,2.737977617,0.332918881,1.392247174
906804,TAK-715,3.042476996,2.276409841,2.921717772
1503365,XMD8-92,2.455239422,2.713684627,3.316988731
1290797,NG-25,4.283401259,3.37674442,3.380110169
724839,Nilotinib,3.819614624,3.316123836,3.566995491
924188,Camptothecin,-4.07348943,-4.157250647,-3.986843547
1240204,Cabozantinib,3.971214598,3.858896277,4.17448799
907300,QL-XII-47,1.845001412,1.485673131,2.314360866
909699,WHI-P97,2.323912058,3.27613032,2.645235519
1240142,PD173074,2.326923596,2.530757783,2.422960945
724873,Pazopanib,3.265646435,2.857470816,2.542896294
907287,VX-702,3.54966441,3.608519094,3.30309611
749715,NG-25,4.630537479,4.76058629,3.949960412
1240150,WHI-P97,4.390879504,4.390427282,4.348942981
722058,Tipifarnib,1.94891543,1.531162212,1.883612715
687995,Avagacestat,4.125423261,4.077974102,4.132059207
1240199,Avagacestat,6.019751727,5.940899058,5.858904907
910920,PAC-1,1.371173656,1.544385343,2.078834788
946373,Cabozantinib,2.223777201,3.328958489,3.642932422
905952,Imatinib,2.593490128,2.503496734,2.443572046
1290905,Pelitinib,2.796067625,3.444044673,2.81525451
1327768,JQ1,-0.814909195,-0.873455233,-0.98976163
910697,PIK-93,2.670247494,3.422067571,2.899471941
1240182,Daporinad,-1.094408022,-3.551823115,-1.534699628
735784,PI-103,5.224611196,0.821097867,1.022619483
909771,Cabozantinib,2.142534461,2.097807476,2.038441126
908136,CMK,0.472274473,0.826817946,3.741094304
910548,CUDC-101,0.545276015,-0.05310904,0.444709692
907056,BMS-509744,2.974530712,2.940617014,3.319625178
924248,GSK269962A,2.922141992,1.99928524,2.276162728
906795,Axitinib,2.935490031,2.97651646,3.047070697
1330993,Lestauritinib,-0.552848916,-1.380158246,-0.982664866
1330947,NVP-TAE684,-1.65625632,-1.622865711,-0.663544052
1331035,I-BET-762,1.985997137,1.626945324,1.433263531
1298356,Linsitinib,4.111501654,3.022708929,3.362455336
1240215,GSK429286A,5.021804027,3.83409678,4.258876387
910688,VX-11e,1.145631342,1.073972956,1.712073708
906865,XMD14-99,3.391265141,4.010139828,3.297144761
908131,SB52334,5.924968121,5.705201524,5.55333626
1327774,Embelin,1.713293307,1.876350144,1.697295803
724866,UNC0638,6.404452336,5.812491363,5.614783911
910710,S-Trityl-L-cysteine,-0.785265445,0.17332691,1.032875783
949164,PIK-93,-0.531469086,-0.163424786,0.42752231
909702,BX-912,-1.770831697,-1.889798,-0.680618562
909711,Amuvatinib,3.605688592,2.506375258,4.053446281
1480362,BMS-345541,2.775383568,3.167204277,3.280457747
687600,XMD8-85,4.635597649,3.639258886,4.307814612
1331045,JNK-9L,-0.118455478,-0.626570549,-0.346809625
753599,Serdemetan,2.460126415,4.206566026,3.710778977
909769,GSK429286A,5.448037327,5.473970695,5.357416816
909750,AS601245,1.800377349,1.375181384,1.733636294
724879,FH535,2.976987105,2.826732988,2.446501541
1480358,Elesclomol,-0.936461343,-3.061397205,-2.276405875
949175,Entinostat,-0.605419409,-0.29375903,0.256537834
753549,Trametinib,0.700945618,0.817467564,-0.283358171
909194,Pelitinib,3.039395451,3.381699701,2.605856593
910934,FH535,2.451976104,1.598690295,1.234168954
924244,VX-702,3.554590706,3.253757002,2.974077507
908465,Gefitinib,0.553092871,0.314489425,-0.443325233
909248,KIN001-266,3.094048966,3.274848574,3.002863485
724869,GSK650394,5.771546732,4.02567725,3.624594957
909264,Ruxolitinib,4.482225387,4.429770836,4.338701051
910919,MK-2206,2.892323838,2.649019838,2.581367338
1298538,Vorinostat,1.332381685,0.782828371,2.07320449
1240200,PHA-793887,1.958374999,0.860047047,1.334621055
906817,SB52334,6.151305078,6.033689792,5.611371245
753604,(5Z)-7-Oxozeaenol,-0.388745288,-0.396706949,0.215055376
753594,PHA-793887,1.1432425,1.945924157,1.144236848
905948,WZ3105,2.957754776,2.703039357,2.224739124
687452,AZD7762,-1.383460375,-1.077158248,-0.306881081
687819,SL0101,5.242454434,4.814129269,4.331011558
911905,CI-1040,3.592694273,3.713816307,3.794070348
1298223,Omipalisib,-4.607663697,-1.045782864,-2.145937758
687562,Crizotinib,2.991899866,1.633519122,1.826840439
1299075,Midostaurin,0.097971776,0.493408541,0.248201451
908474,PD173074,3.672708817,1.984330106,2.415801542
688086,AZ628,3.406715852,1.539934236,1.98069575
909709,Embelin,3.706523522,3.603352808,2.473957136
907792,A-443654,-0.733878934,-1.41944039,-0.698581304
1480360,PHA-793887,2.53748437,2.985535843,3.313158232
905977,KIN001-244,1.98101066,2.649844203,3.135001703
910952,PLX-4720,3.601979439,3.451943696,3.320311494
1240142,Refametinib,1.631644035,1.175702995,1.789898254
910694,NVP-BHG712,5.355401837,4.47046295,4.293686913
1298537,XMD13-2,4.185536109,3.772898452,4.105861285
1240219,Ispinesib Mesylate,-1.617198444,-2.269870396,-1.58537661
1298350,CP466722,2.746103364,4.064161067,3.684749072
924247,AZ628,2.27788908,1.358906798,1.099612294
905982,Cyclopamine,5.143155978,4.789772905,5.056883774
908481,BAY-61-3606,2.04323969,3.064209933,2.411525453
1503362,AS605240,-1.169625844,1.682396797,3.070190758
753538,PD0325901,-1.873659375,-2.945836077,-1.806361701
910921,GSK269962A,0.607037716,0.862938099,1.567302015
1298350,KIN001-244,3.043224968,4.061969965,4.207717337
908446,BAY-61-3606,3.544497388,3.837293529,3.738812807
1298151,Doramapimod,3.877186333,3.436951593,3.653091571
688021,Cyclopamine,5.886331517,5.167558031,4.89246757
924110,KIN001-270,5.616792749,5.155709866,5.302362173
908152,Selisistat,5.148067536,5.406188252,4.802555237
1330982,WZ3105,-2.534390384,-2.415963506,-2.348095703
908473,XAV939,1.678613952,2.625586586,3.5452262
907043,Imatinib,2.601267068,2.615031957,2.595831316
