Cell,Drug,IC50,IC50_Predict
909706,Tamoxifen,3.786966705,3.962897743
949156,Linifanib,2.836020856,2.525471626
907789,T0901317,3.457786718,2.762024966
1480361,SNX-2112,-0.772014434,2.195921459
910933,Alectinib,3.992168858,3.8194132
1290767,BAY-61-3606,3.506791756,5.021386194
949174,GW-2580,4.483729928,4.917004233
1330994,SGC0946,1.129750148,1.03064415
906873,GSK690693,4.924436296,4.64165929
907048,Bicalutamide,2.364573959,2.3895766
909738,AZD6482,1.56160736,1.871608814
722045,NU7441,1.590816328,2.351038497
910943,Parthenolide,3.216023613,3.13014959
910701,Motesanib,3.473152684,3.093945306
910910,Bicalutamide,2.769638065,2.987045051
1290767,Trametinib,-3.231779373,-2.327398996
905967,GNF-2,3.458666106,3.3100816
1240210,Navitoclax,-0.733480384,0.482683193
687563,NSC-207895,5.08219936,3.214509738
1298357,SB216763,4.924005199,4.285001599
907172,DMOG,5.964059158,5.224791495
910853,PF-562271,0.755331999,0.960930122
753608,TAK-715,2.773957632,2.300569939
909253,Quizartinib,1.671963268,1.463433686
1298349,Trametinib,1.330003282,2.394626452
1240198,Linifanib,3.019100733,2.867776858
910688,Daporinad,-6.285178949,-5.299504124
910781,Bexarotene,2.273365633,2.631905903
907041,Avagacestat,4.492775595,4.373699737
753552,PHA-793887,2.978207932,2.299605313
909747,Dacinostat,-2.686382767,-2.025529676
1240154,SB590885,0.973304324,1.434014328
909749,Afatinib,0.931275441,0.332055828
909701,GSK1904529A,1.143192144,2.419611899
1297447,WZ3105,-2.14818155,-0.651986355
906814,KIN001-270,5.596420655,5.260859204
1503366,Axitinib,2.69351322,1.836773232
907073,WZ3105,-0.825062081,-1.149652053
949160,HG-5-113-01,0.788519096,0.64949524
906871,WHI-P97,3.918271961,3.924459369
906807,Talazoparib,1.071284925,-0.903832216
1331035,WZ-1-84,2.362086861,2.303191647
687452,SB-505124,3.742628813,3.786884662
1295740,CAY10603,-1.492001623,-1.500447316
1330941,Masitinib,4.387726723,4.392742678
753562,GSK650394,2.10648321,1.64235575
749716,AKT inhibitor VIII,1.851720874,1.727609902
910569,Serdemetan,3.285747098,3.236737146
1240178,Idelalisib,5.677665851,4.949860699
688025,OSI-930,4.805388441,3.999237865
1298215,GSK690693,4.77426103,4.610325542
908451,BX-912,0.738106544,1.188719176
1330972,BI-2536,-3.521762085,-2.813309748
753605,PLX-4720,4.329588816,3.61827736
905937,HG-5-88-01,5.023529643,4.565698532
910904,BMS-345541,4.083383324,4.138019153
1327771,CCT-018159,2.498850222,2.564435667
949157,Zibotentan,6.00814527,5.771761421
910687,RO-3306,2.512742352,2.418652431
910704,Fedratinib,4.545179053,3.442096999
1240193,AT-7519,1.797445645,-1.275990482
907300,GSK319347A,3.874054432,3.551953032
906800,S-Trityl-L-cysteine,-0.943183262,-0.860292528
753556,AS605240,1.716953333,2.103537258
924188,Rapamycin,-2.41431023,-0.818850109
908483,Enzastaurin,3.176263209,4.034569147
753589,Ponatinib,1.666713957,1.644280703
1503364,Lenalidomide,2.898771869,3.608402661
946354,Vismodegib,4.420890484,3.950284902
909759,VX-702,2.629952825,2.819135119
907175,GSK690693,2.372221938,3.219984055
949175,I-BET-762,4.403330959,3.361708102
909773,KIN001-260,3.427914523,3.211646566
688007,Tubastatin A,3.172088569,4.147805177
1240206,EHT-1864,3.751458317,3.168481602
907072,SB216763,4.797788361,4.151211948
924108,Vorinostat,1.263449772,1.791824926
910926,Bexarotene,2.200373917,1.643770018
906812,Linifanib,2.260717666,2.390036682
1524414,ZSTK474,-0.11582898,0.515578101
908451,PI-103,-1.531889146,-0.967597228
907795,Salubrinal,3.671846623,4.615992686
910849,TW 37,-1.562576248,-0.566641931
753554,LFM-A13,5.067313618,4.376886416
910911,RO-3306,4.456915943,3.434967564
753531,Pazopanib,2.389206667,3.037532277
1524417,CP466722,2.485094421,2.572636335
907799,Tivozanib,-1.16516135,-0.351640122
1503361,Talazoparib,2.190254806,2.968487248
924107,CHIR-99021,3.579071118,3.372365899
907058,WHI-P97,5.322292117,4.696619608
753588,GSK319347A,4.375497571,4.15491889
749716,CUDC-101,-0.128555552,-0.324296661
907053,Alectinib,2.828307782,2.593324567
909745,LFM-A13,4.548156202,4.608680004
684072,PHA-665752,3.281083636,1.956084781
924239,Crizotinib,1.673758891,1.731794491
906830,JQ1,3.711631591,1.481432046
907055,HG-5-113-01,-0.265473051,0.290852907
1240190,Dacinostat,-3.233842743,-3.727170881
749710,Cetuximab,7.180265967,5.822049925
1297449,UNC0638,1.929750652,2.006924131
910911,BI-2536,0.084125703,-0.651059927
910702,Y-39983,6.400030829,5.795064975
1331033,KIN001-244,2.29202685,1.398094003
1298160,Amuvatinib,3.344344351,4.549231611
724812,AZD6482,2.396909915,2.288019736
688121,Tubastatin A,5.019378339,5.163032618
1297439,Palbociclib,4.589649591,4.324096567
907320,GSK1904529A,1.463034154,1.843095005
905978,XMD8-92,4.781308421,3.692524293
753589,LFM-A13,5.658057694,5.35371233
1287706,NG-25,4.634667904,2.538854791
924244,QL-XII-47,1.544622631,-0.033452492
753623,RO-3306,3.116472149,3.165930638
907071,(5Z)-7-Oxozeaenol,1.490295817,0.714618024
971777,AZD8055,-1.498667046,-0.712975521
684062,VX-702,2.179955151,2.404706752
910943,Trametinib,-1.104458968,0.427199786
687457,Pazopanib,4.168096947,2.975376939
1240143,Zibotentan,6.252085967,5.676197173
906800,QL-XII-47,-0.69624638,-1.320865834
753554,Cetuximab,6.73957311,5.78537647
905935,Omipalisib,-0.283442794,-0.768575115
906795,Embelin,3.596009176,2.320662005
1330983,GSK429286A,2.991969873,2.149248029
1479995,OSI-930,4.550360814,4.719478309
909260,AZ628,1.195702455,1.778919038
906847,CGP-60474,-2.604356438,-2.198344533
906808,QL-X-138,1.437228518,2.079173034
908467,AKT inhibitor VIII,2.958592406,2.823893398
908454,Etoposide,-4.328487579,-1.669983871
1290724,CI-1040,2.997118473,2.099415922
907796,WHI-P97,3.830245892,4.06922443
1240167,NSC-87877,4.922051138,4.731961206
687452,Quizartinib,1.955636121,2.186889794
908459,WHI-P97,5.152209014,4.2475927
906696,PHA-793887,4.913353051,3.772879538
1290813,WHI-P97,2.617987735,3.319152322
924108,Axitinib,3.066080476,3.378906291
949170,AZD7762,-0.086419202,0.189053352
908454,JNK-9L,-0.907090253,-1.546996699
753547,GW-2580,5.167705169,5.011820263
1331050,SB52334,4.899166153,3.99898977
905948,CUDC-101,4.068003848,3.042769062
905970,Amuvatinib,5.680179969,6.486765326
687592,YM201636,3.211815812,2.669520648
683665,Bosutinib,0.555533298,0.807833222
910703,XMD8-85,2.761775151,1.449031854
907275,IOX2,0.061181765,-0.247595301
1298141,Elesclomol,-3.206730306,-3.25897238
749710,AS605240,2.572472002,2.800161695
909778,GW-2580,6.11762179,5.993696767
909744,Ponatinib,1.915679205,0.80537425
1290809,NSC-87877,3.845003901,5.437734233
909732,Linifanib,2.256576187,2.09466968
753608,CI-1040,2.481731619,1.997424032
1240202,Ispinesib Mesylate,-2.806541526,-1.556357398
724839,AKT inhibitor VIII,3.922059719,3.098905992
946368,UNC0638,5.962875177,4.63687571
1240140,YM201636,1.598729598,1.61853402
907311,SB590885,2.41542989,2.928021122
949170,Refametinib,-0.677213633,0.415882815
749715,OSU-03012,2.777006016,2.54735563
1240169,Bryostatin 1,-3.620073071,-2.774144651
1240125,QL-XII-47,3.669392686,4.132597648
907060,CCT-018159,1.543711309,2.057539581
949176,AKT inhibitor VIII,3.436323984,2.832981069
924104,Talazoparib,1.671270565,0.611246254
905983,PF-562271,0.491064651,1.356413436
1330950,Entinostat,-0.454300888,-1.031313359
909736,PF-562271,0.468648837,0.986247673
908131,CHIR-99021,2.717283734,2.207835333
907171,KU-55933,4.824155283,3.638897551
1298215,IPA-3,2.615574329,2.662273306
924244,OSI-027,1.752616474,-0.220342235
909975,Afatinib,1.637092314,2.069257804
909703,Belinostat,-1.979946883,-2.100142242
1240123,Nutlin-3a (-),0.55055726,3.502427483
908158,AZD7762,-1.445271818,-1.487389254
688011,BX-912,2.821509714,3.133582645
910943,NVP-BHG712,3.451445539,4.096473442
905952,Lenalidomide,1.653335213,2.519008119
713880,Zibotentan,4.959075121,5.170046848
905978,CCT-018159,1.6231486,3.55914707
1240131,MK-2206,2.595197321,2.055673091
909700,BMS-754807,-1.516131999,-0.485948072
906805,Ponatinib,0.310774622,-0.568544775
1331048,GSK1904529A,2.378968421,2.009701083
907072,Dabrafenib,3.902180131,3.294646487
753623,TW 37,-1.701062769,-1.128150263
753618,TAK-715,3.118114247,3.803701619
908468,NU7441,2.756452148,2.275016083
908141,BI-2536,-4.094840397,-3.422475051
753622,OSI-930,3.597019981,4.277869217
949158,AICA Ribonucleotide,7.725311309,7.584060119
949175,DMOG,5.685943895,6.558092835
1290814,TW 37,-0.013460033,-0.087431604
909194,HG6-64-1,3.654935586,3.270789385
688086,Alectinib,4.206021198,3.686640003
905950,BMS-345541,3.222296012,3.387109661
684055,CP724714,2.682825454,3.795618121
1240221,Tanespimycin,-1.266908829,-0.350441648
905945,Idelalisib,2.442383889,3.8334591
735784,SNX-2112,1.957372791,2.418183629
1240181,UNC0638,1.743348503,2.386557202
907061,JQ1,-1.671458321,-0.971967152
1240209,BX-912,1.55816104,1.064433677
687568,KIN001-244,3.564474003,2.325545805
909725,AT-7519,1.920589535,3.274673679
687995,Masitinib,2.833702021,2.717640157
946370,Olaparib,3.181486728,4.254533484
735784,PHA-665752,3.635781862,3.513058752
946359,WZ3105,-0.836516856,-1.016447146
909250,GW441756,1.6063481,2.922828062
909748,AS605240,-0.413004624,3.474781518
949176,XMD11-85h,4.228209795,3.199630629
910401,SB590885,2.150199635,2.741713053
1240151,Alectinib,4.867214622,4.290667024
1290907,Amuvatinib,-0.804732359,3.330944974
1290730,QL-XII-47,2.821924845,1.063265662
910554,CGP-082996,4.589344998,4.280699964
909753,Cabozantinib,2.711484191,2.488639979
910694,Pictilisib,0.825800386,1.893556685
905955,Talazoparib,3.321541656,2.794409805
949173,Erlotinib,2.603359915,3.147406979
1290808,QL-X-138,3.157080008,3.161681078
908130,I-BET-762,5.016703327,5.151696365
1509074,Axitinib,1.731662214,2.684709999
749709,UNC1215,2.90231276,2.869230305
909708,PLX-4720,4.309335856,4.046010043
907790,Olaparib,2.989469265,3.272276485
908457,KIN001-266,2.523336774,2.547245584
905967,Dasatinib,1.086392356,1.012463035
905986,KIN001-270,4.003010148,4.62102215
907321,OSI-027,3.677086109,2.780430473
684057,Daporinad,-4.512524836,-5.801456351
688086,CMK,1.098987511,1.640539002
688086,WZ-1-84,4.599547626,4.00173135
907272,WHI-P97,3.60314991,2.647798028
909777,AT-7519,-0.831010851,0.064744763
1240140,Dacinostat,-4.676662239,-4.047089347
908149,S-Trityl-L-cysteine,4.289299059,4.25898717
907299,GSK429286A,3.459109485,4.211316689
906813,KIN001-244,4.168214854,3.619769128
687787,Ruxolitinib,4.054643527,3.877590655
1303896,Palbociclib,0.473428364,1.288833154
905956,Olaparib,3.209102726,3.863314345
910554,XMD8-92,4.597140361,4.078362212
1298141,Tivozanib,0.868821037,1.500615246
749711,AZD6482,3.723654406,2.618247376
1290798,Elesclomol,-1.016240072,-4.11115275
1298226,BX-912,3.090941629,4.153757017
909711,(5Z)-7-Oxozeaenol,1.619451728,3.343276312
906746,Seliciclib,2.493115772,3.685413035
724879,NVP-BHG712,2.970442046,3.807842852
749717,Masitinib,5.068172128,3.670551612
1240142,AS605240,2.06174247,2.907048931
907172,MG-132,-0.530979036,-1.41421859
909703,Crizotinib,2.907929302,1.481876284
1331039,AS605240,2.600611211,2.110347362
949179,Rapamycin,-3.069602171,-2.092084782
1479988,CP466722,2.080079443,1.646543655
906808,CCT007093,4.945697605,4.637472859
1298351,Daporinad,2.526735194,0.226596861
909715,OSU-03012,0.11940626,-0.227285967
1290814,Belinostat,2.211887031,1.808790741
753556,BAY-61-3606,1.385319409,2.061798721
910907,Vismodegib,5.439672081,4.691811464
1298136,BX-912,2.108857314,3.528728573
906871,Camptothecin,-5.479193443,-5.804454317
1240223,Lenalidomide,4.284505408,3.617185739
1503363,Nutlin-3a (-),5.114211072,4.701616156
1330950,Daporinad,-6.298519926,-5.480179807
949160,EHT-1864,4.100730371,3.254282915
949162,Lapatinib,4.780415522,4.912528194
905962,SB216763,4.136811099,4.167210189
949175,Lestauritinib,-0.727944288,-0.062833285
1298353,Axitinib,4.287971378,3.535095298
688006,WH-4-023,3.565361989,3.661730214
687816,OSI-930,4.454972936,4.822938631
905983,Olaparib,1.609123824,2.538725585
1295741,SB216763,4.353014207,4.311410525
907065,BMS-345541,3.287480083,4.373679103
753620,Vorinostat,0.720963378,1.012826581
906813,Olaparib,-0.840549025,1.470766879
910903,AICA Ribonucleotide,7.037263369,7.065199925
909779,QS11,4.489637553,3.16729934
909709,BIX02189,4.586861585,4.389010926
910935,Enzastaurin,1.77702565,1.905686353
907323,A-443654,-1.038248125,-0.573994774
684059,AT-7519,-1.285237819,-1.308979839
1240123,CUDC-101,-1.446334822,-1.024343221
722066,Motesanib,2.845049328,2.977688405
924239,SB-505124,3.284552063,3.300833526
1327773,Pictilisib,-1.809765525,-1.332083689
1298347,AS601245,1.757163257,1.785066775
906817,I-BET-762,6.214598955,5.902081417
906848,Camptothecin,-4.683539218,-4.318256887
905938,Saracatinib,2.933547024,2.596171035
687590,PIK-93,2.312166816,3.148528322
909777,XMD8-85,3.482844382,2.88477264
910861,JNK-9L,0.656178471,0.990125826
753612,CGP-60474,-2.227586908,-1.837980391
946370,Motesanib,2.346600532,2.512088951
717431,Pelitinib,3.097925154,2.2574993
1298168,MK-2206,2.289257267,2.489012122
910899,Refametinib,3.576410845,3.557772227
910851,JNK-9L,-0.610225342,-1.270561854
907313,Tubastatin A,3.414955822,3.827754619
924239,FR-180204,4.743607702,4.42495778
724834,Linifanib,2.194921953,2.290594527
1298141,Obatoclax Mesylate,-0.933055554,1.754209813
724831,Trametinib,-3.309113992,-1.418046756
753589,SL0101,5.015798146,5.404552786
907065,SB216763,3.832115207,5.00823393
1298531,CCT007093,2.806086023,3.352125467
753548,AZD7762,-2.759578978,-2.208570988
908150,HG6-64-1,-0.514051418,-0.052054879
1331050,Palbociclib,2.079381827,0.040606526
753623,CP724714,3.817484931,3.910628158
909194,Entinostat,-2.284989126,-0.466837089
753551,UNC0638,2.974016097,2.826913288
1290810,QS11,5.565413607,4.933320332
687820,Tivozanib,0.963090643,0.819887725
1298169,QL-X-138,4.042796344,3.483361944
909754,Linsitinib,4.815195589,4.391366852
907065,AS601245,2.062966981,1.905686353
1240202,Alectinib,2.401153334,3.638913763
909252,BI-2536,-0.827987031,-0.314957578
905939,Pictilisib,0.368765146,0.720368071
905957,XMD8-92,3.156761905,3.09232728
1331048,Parthenolide,0.696031604,2.210424003
1298538,Pelitinib,2.389971833,0.700361365
1240130,FMK,4.127787539,4.658853795
907786,FTI-277,1.280521089,1.379712815
1240132,QS11,5.826879439,4.880591647
924248,S-Trityl-L-cysteine,1.330007581,2.163043868
1290806,TPCA-1,3.204008167,3.650632968
907055,OSI-930,3.384128091,2.942252726
1240186,Linsitinib,3.837456634,2.559029883
906871,Olaparib,2.467558232,2.407374886
753541,OSI-027,-0.932068084,-0.693939827
910933,Masitinib,3.186317225,3.220378061
753563,GSK319347A,3.468314818,3.370370326
753552,Midostaurin,-0.463731595,0.787944177
908447,AT-7519,2.586400978,2.369759895
753554,ZSTK474,0.292842953,0.671270917
909748,Cetuximab,5.346507238,7.00909763
1331040,Masitinib,2.547166242,1.618582657
724873,Luminespib,-4.308080481,-3.900725174
905978,Selumetinib,3.354598564,1.613129833
753555,Fedratinib,5.001920754,4.225193344
687592,XAV939,3.571440334,3.258783273
909712,I-BET-762,4.314154071,4.219288176
1298216,PD0325901,-0.065008667,0.398884822
909777,Lenalidomide,3.660888654,3.009027066
946369,JQ1,-0.583128872,-0.084751925
909753,Rucaparib,4.664813986,4.11397082
930082,S-Trityl-L-cysteine,-0.573612805,-0.520289551
1330982,AZ628,1.009770706,1.401938626
688087,RO-3306,1.98537567,3.83422181
724859,Cetuximab,6.948867613,6.974206043
907789,LFM-A13,3.708252822,3.832056991
909974,Dactolisib,-1.498340959,-0.877154683
905963,FMK,5.018885832,5.18479061
949177,Saracatinib,1.266130311,1.752818635
906870,Cyclopamine,3.902316461,3.698802096
908474,QS11,4.165580373,4.608662072
907068,RO-3306,2.579670462,3.122927058
687561,QL-XII-47,2.72085533,2.803109612
909704,GSK690693,2.874253383,2.466228095
908130,Bosutinib,2.472359252,1.556301305
946367,Tubastatin A,5.117440001,4.931139546
905991,Olaparib,2.39523834,2.607051137
907291,Tivozanib,0.252715933,0.338163034
905947,PD0325901,-1.599623567,-1.494392062
908471,Idelalisib,4.882197391,4.860908325
924111,QL-X-138,2.28689913,1.939261437
907268,GSK429286A,4.472098908,4.743881836
1298475,BAY-61-3606,3.190199554,3.851834884
949176,Quizartinib,1.748363229,2.215735707
924248,ZSTK474,1.373824718,1.312271564
1240204,Trametinib,-3.032656179,-0.006567394
753566,AKT inhibitor VIII,1.473807279,1.012991037
906763,HG-5-113-01,-0.685112779,0.578031032
930299,YM201636,4.046855533,4.8467821
949158,BIX02189,3.164769746,2.399511727
1298531,Palbociclib,-0.849683122,0.19576348
908129,SB52334,3.17532978,3.718212267
909732,SNX-2112,0.872689242,0.930200647
907787,SB-505124,4.909981651,4.040272646
906693,CP466722,2.559049043,3.152101882
924110,NSC-87877,4.522488124,4.699568016
909720,CCT-018159,1.90445349,1.933461771
909252,Avagacestat,2.153922299,3.577313569
1331034,Erlotinib,1.936825064,1.336745344
1240139,Dactolisib,-4.221930482,-3.693756077
906790,ZM447439,1.625700792,0.936834873
1327768,AZ628,1.71666962,2.367348454
907046,OSU-03012,1.865002591,1.68198879
910851,SN-38,-3.487929571,-5.006773384
1240201,Tivozanib,0.524350003,0.366692442
909253,Pazopanib,3.157393198,3.5793735
906871,MG-132,-0.88604572,-1.776011616
1298141,Rucaparib,5.157288835,4.367958164
908457,LFM-A13,4.828032699,4.580785206
724872,FH535,3.221374865,1.584621796
907323,BAY-61-3606,2.394056815,1.465250557
908452,Daporinad,-0.040205853,-0.930787444
753556,OSI-027,-0.603771784,-0.731004708
1298134,PIK-93,3.864893315,3.831010567
910936,WZ3105,2.889358972,0.803913065
687799,Linifanib,2.563598283,2.189201014
1298145,TAK-715,6.154359603,5.713973795
1298145,CUDC-101,-0.039952845,1.073397915
1503368,Elesclomol,-1.285681198,-2.105842425
909785,XMD14-99,4.112250854,4.015659589
910701,Tivozanib,0.68795744,0.694286828
909700,JNK Inhibitor VIII,3.951263774,4.484674165
906847,Pictilisib,4.406740433,3.135351493
906834,UNC1215,2.108302169,2.13399825
908448,AICA Ribonucleotide,5.148451961,5.491231277
909780,PAC-1,3.458819631,3.073592617
946367,JW-7-24-1,-0.482021282,1.374866228
753555,GSK429286A,5.671351693,5.234906921
1330950,XMD14-99,2.446147083,2.414724414
749716,Belinostat,1.774144301,-0.030907669
909723,Luminespib,-0.737144094,-0.664883278
713880,Bryostatin 1,-4.865166754,-3.364421521
1299080,KIN001-270,4.86287172,4.357416063
906841,Entinostat,1.094489855,1.769215058
1331048,Afatinib,1.415291701,1.483933268
909722,Seliciclib,5.280038474,5.098818086
724838,GW441756,1.684675102,2.690763042
908136,GSK650394,2.675218005,2.894522801
1503361,SB590885,4.806130271,3.978062039
1290807,Alectinib,4.176220239,4.358414341
909976,Lapatinib,2.905455714,2.359953975
1298351,SGC0946,1.82684744,1.715362082
1240204,Obatoclax Mesylate,-0.716675586,-1.1974413
925347,Avagacestat,5.271216339,5.016648058
687787,FTI-277,1.952042418,1.725596397
753586,BMS-345541,2.831071224,2.374474696
907067,BMS-754807,-2.953035273,-1.084201955
907320,XMD14-99,3.64429572,3.619618796
1240199,Navitoclax,4.249751133,2.725265292
905971,Parthenolide,3.654702228,2.756891351
910861,AS601245,3.235302613,2.9568437
906865,CP466722,5.096456264,3.588144788
713878,Seliciclib,3.942592707,4.132017939
1330935,SB216763,4.152518503,4.180696032
688001,Ispinesib Mesylate,-2.120999106,-2.976007337
908482,Nilotinib,1.976983403,3.31616019
687798,Bryostatin 1,-1.533790394,-2.35444032
722058,AKT inhibitor VIII,1.814036122,2.426233597
910568,CCT007093,3.998528459,3.87466067
907273,GSK1070916,2.63277522,1.950217195
907281,GSK1904529A,1.90418083,1.850452147
1240212,Axitinib,1.768209656,1.498555192
1240155,Ruxolitinib,4.319547081,4.152086178
909257,ZG-10,-0.128397728,0.668386621
1247873,Tivozanib,0.963724392,1.091984949
910784,BMS-754807,0.498632184,0.218895946
905944,Masitinib,4.950782338,4.694573678
1240185,Refametinib,0.034628771,1.002740632
908159,Idelalisib,2.853824791,2.264923993
907046,NSC-87877,5.639003454,5.037563998
906826,Embelin,3.415464296,3.034577482
909753,Nutlin-3a (-),5.134817752,4.471559729
949165,Navitoclax,-0.377760299,0.216374582
753551,NPK76-II-72-1,3.278928151,3.845071698
753531,RO-3306,0.939073261,0.989451055
908130,Tivozanib,0.703822668,0.397448692
907320,LFM-A13,4.478210413,4.394510789
1290907,ZG-10,2.87724527,2.339980553
1298537,GSK1904529A,1.398125199,2.007762498
1322213,PD173074,2.072964501,2.732562498
910927,Dacinostat,-2.766999127,-3.353719754
1240192,OSI-027,-0.007428974,-0.620784147
949153,JNK Inhibitor VIII,4.268293215,3.776026914
909732,Imatinib,2.969524583,2.521945228
1240134,PD0325901,-1.696461945,-1.214325194
949163,WZ3105,-2.919965469,-2.104384678
905975,Vismodegib,5.088479128,4.311776282
906798,Doramapimod,3.865495131,2.919421291
908151,TPCA-1,3.401332667,2.831775226
1659818,Veliparib,3.730118404,3.262401048
1240191,FMK,4.454703961,4.193934025
907051,OSI-930,4.250151525,4.257858212
946356,BMS-509744,0.872715034,1.894943442
684055,Pictilisib,2.05089381,-0.318574371
909735,Olaparib,2.172400514,2.821691733
905980,(5Z)-7-Oxozeaenol,-0.427388033,0.56210943
905949,CCT007093,4.439700313,4.055203339
688025,Cetuximab,6.674662927,6.441182288
1330941,Nilotinib,3.781646158,2.946988897
909701,AT-7519,-1.599398193,-1.680690183
753612,Nilotinib,3.500261436,3.131121339
1330994,PLX-4720,3.001280831,2.391904523
907788,Daporinad,1.682589624,-0.669950448
687586,MPS-1-IN-1,4.612995149,4.530425712
906812,DMOG,7.536888777,7.558454679
907312,Masitinib,5.43037709,4.68999619
724870,LFM-A13,4.903466069,4.182742699
908447,Dasatinib,3.106481999,2.530853582
907277,Fedratinib,-0.514250386,-0.321440981
907050,Motesanib,2.84461209,2.450103841
908146,BX-912,-0.100618381,-1.94748823
1331048,VX-702,1.733999472,2.589874072
688027,JNK Inhibitor VIII,5.070282169,5.018969595
1240166,XMD13-2,3.003847761,3.617989471
713885,XAV939,3.022230178,3.296473183
946353,BX-912,4.099100554,4.475290008
1290813,BAY-61-3606,2.55376657,2.124768968
1298151,JQ1,-1.455281005,-1.34922096
1290908,I-BET-762,5.985641027,4.179099377
930298,JNK-9L,1.097104071,0.669128083
1240135,Midostaurin,-1.037427689,-0.917330832
909745,YM201636,3.011375377,3.295633588
930082,Seliciclib,3.713712156,3.262312127
909905,Bosutinib,2.639154473,1.592643516
908445,Zibotentan,5.774902165,5.786429034
753612,Temsirolimus,0.223529072,-0.347705471
907042,Tipifarnib,0.147673816,0.613762583
949158,CCT007093,4.220435311,3.546397162
949176,HG-5-88-01,2.522759522,1.749809799
908123,Lestauritinib,-0.702995934,-0.692863804
1298351,PF-4708671,3.251501296,4.058289306
949176,NSC-207895,5.613400471,3.873435175
1299062,PD173074,2.84922888,3.015477799
1330987,Selumetinib,2.871251671,2.831895098
753551,NG-25,3.381778551,3.931362325
1327768,Crizotinib,1.760437629,1.597928322
1240172,BMS-345541,5.427623474,4.850497886
687799,Daporinad,1.462955549,0.171932047
687600,HG-5-113-01,2.248363238,1.910895503
753622,ZSTK474,1.735054492,1.045874646
905960,KIN001-270,5.631470925,5.117749506
906853,Tipifarnib,1.238992696,2.182813901
753551,PD0325901,1.904399449,1.605367508
908474,Pazopanib,1.98131034,1.238015543
1298357,BX-912,3.911879198,3.844900241
753599,Rapamycin,-3.035248902,-1.317722019
687514,QL-XI-92,2.398760807,2.875579344
908135,AZ628,2.428967071,2.296498959
907175,CUDC-101,-0.419272725,-1.188444516
1240209,AS601245,4.349587539,2.304904981
908126,SL0101,4.631378794,4.141666405
1290922,IOX2,0.734036915,0.235105438
724859,Ponatinib,0.716717503,0.220852095
909737,Y-39983,2.203328958,2.465815176
1299081,Bosutinib,1.557734856,1.483113692
909740,Cetuximab,6.817621311,5.916135915
910903,OSU-03012,1.900880666,1.448623848
1290730,Tanespimycin,-3.601854004,-2.776226935
909784,BX-912,4.461407457,3.014856086
924102,DMOG,6.328866669,5.516463345
907783,Midostaurin,0.482139961,-0.066620797
1240170,AR-42,0.045470062,1.63817632
906862,Gefitinib,1.420693923,0.944728246
724872,HG-5-113-01,1.691947253,2.120177355
910698,Tivozanib,0.465076014,0.542445513
949175,AKT inhibitor VIII,3.82321938,3.49307403
1297439,Seliciclib,5.31772077,4.738040042
1298531,CP466722,1.946720643,1.924963879
1240204,PD0325901,-0.091670356,0.559199832
905933,CP724714,5.303726699,4.913537035
1503365,PHA-793887,2.96000606,1.512190261
1290908,ZG-10,1.312454197,0.737804653
905936,VX-11e,-0.781633054,-0.399025783
1240121,Vismodegib,4.123622725,3.646107064
753565,ZSTK474,-0.728549789,-0.972305765
905952,JQ1,-1.244995348,-0.849737408
930082,I-BET-762,3.870135257,3.816836689
753562,JW-7-24-1,1.270156953,2.172880985
907786,CP466722,1.245395284,1.685294113
1503366,Motesanib,2.79676524,2.659733887
1298156,TW 37,-0.816204328,-0.886529138
1327766,KU-55933,3.218597913,3.140258138
1330950,Bryostatin 1,-3.755447034,-3.509788213
907175,PF-562271,3.081252387,3.314427696
684055,NVP-BHG712,3.117850185,2.281930338
924244,GW441756,0.938742262,2.477309375
908440,Embelin,3.434384662,1.89796505
687448,QS11,4.558298648,4.927205879
907064,JNK-9L,-1.252305573,-0.866775686
753545,SB52334,0.258466963,2.469143342
909723,Lenalidomide,3.978383581,3.905752463
905986,TAK-715,4.115452762,4.498668973
1480360,TPCA-1,3.421255242,2.977908743
1330987,VX-702,1.855400551,2.070224886
753578,CGP-60474,1.020819561,-1.982949332
910545,A-443654,-1.334051259,-1.795110439
909713,PFI-1,2.733970011,2.590727177
907791,CCT007093,3.89599739,3.483307412
906870,Linsitinib,-1.904706954,0.048373886
909263,XMD14-99,4.940536723,5.414013583
906844,PD0325901,-5.704955604,-5.300026661
910566,ZM447439,2.384787616,2.03382581
905950,NSC-87877,4.987558225,4.707994181
909905,AICA Ribonucleotide,9.181980563,7.946101485
909748,(5Z)-7-Oxozeaenol,2.305299969,2.626424953
909732,NSC-207895,3.805091201,3.577931106
905946,QL-XI-92,5.025787068,5.045286897
688013,QL-XI-92,2.126651424,3.632460573
1290767,Palbociclib,3.075589173,1.533943585
905989,KIN001-270,5.027945009,4.775680579
906871,Salubrinal,3.23652344,2.644577697
905972,OSU-03012,0.168949863,0.696773557
909698,SB590885,2.01603391,1.961578627
1240170,Vorinostat,1.288222495,1.421024431
1503362,BX-912,0.740080256,1.045803042
906827,PD173074,0.331914953,1.851116847
909785,Camptothecin,-5.592357623,-5.875875415
753532,Midostaurin,0.617288858,0.157426556
909696,SNX-2112,-3.717333642,-3.087152976
1290765,CAY10603,3.119341216,2.813446359
687457,TW 37,1.814592495,-0.527717191
749717,Tubastatin A,3.580824983,4.729692482
713885,FH535,3.573120506,3.420917242
905979,JW-7-24-1,2.167719858,3.213760784
1322218,CGP-082996,3.520336307,3.059475481
